LAR_LEMMA	EGOKITUA	FAILED_MATCH
Sentenceioſo	sentenceioso	sentenceioso
Sentencioſamente	sentenciosamente	sentenciosamente
Setido de algun dicho	setido de algun dicho	setido
Sentmiento de alguna pared	sentmiento de alguna pared	sentmiento
Eſta voz Latina	esta voz latina	esta
Sei	sei	sei
Sniir padecer doior	sniir padecer doior	sniir
Señas	señas	señas
Sxñaladamente	sxñaladamente	sxñaladamente
Eeñalado aſsi	eeñalado asi	eeñalado
Señialar	señialar	señialar
Scñaleja	scñaleja	scñaleja
Señiero	señiero	señiero
Sefñor	sefñor	sefñor
Señora	señora	señora
Señora de caſa	señora de casa	señora
Ei eñor	ei eñor	ei
Ei Señora	ei señora	ei
Seior de s	seior de s	seior
Señiores de noſotrovs miſmos	señiores de nosotrovs mismos	señiores
Señores de voſotros miſimos	señores de vosotros misimos	señores
Señores de sì miſmos	señores de si mismos	señores
Qelar seior de el ampo	qelar seior de el ampo	qelar
Seiioria de Venecia	seiioria de venecia	seiioria
Seiioril	seiioril	seiioril
Señiorio	señiorio	señiorio
Sepanquants	sepanquants	sepanquants
Scptentrion	scptentrion	scptentrion
Sepulcero	sepulcero	sepulcero
Seultar	seultar	seultar
Seputado	seputado	seputado
Fg-eeaia	fg-eeaia	fg-eeaia
Sean los que fueren	sean los que fueren	sean
Es quien es	es quien es	es
Serafico	serafico	serafico
Serafin	serafin	serafin
Serapnina	serapnina	serapnina
Eerenarſe el tiempo de lluias	eerenarse el tiempo de lluias	eerenarse
Serpicnte	serpicnte	serpicnte
Serviciur	serviciur	serviciur
Eſtoy à tu ſervicio	estoy a tu servicio	estoy
Serimente	serimente	serimente
Servciola	servciola	servciola
Sexga	sexga	sexga
Sego	sego	sego
Seiquimodio	seiquimodio	seiquimodio
Seſſien	sesien	sesien
Setercio	setercio	setercio
Scnſudamente	scnsudamente	scnsudamente
Setas mayores	setas mayores	setas
Seſa	sesa	sesa
Severſzado	severszado	severszado
Bexagenario	bexagenario	bexagenario
Eſtaba en duda	estaba en duda	estaba
Massì	masi	masi
Sibien	sibien	sibien
Vſi es	vsi es	vsi
Sibilas	sibilas	sibilas
Sicomantico	sicomantico	sicomantico
Sicoemoro	sicoemoro	sicoemoro
Sideriris	sideriris	sideriris
Lo de ſiempre	lo de siempre	lo
MPo los ſiglos de los ſiglos	mpo los siglos de los siglos	mpo
Los de el ſiglo	los de el siglo	los
Signiſicar	signisicar	signisicar
Signiſicado	signisicado	signisicado
Signiſicativo	signisicativo	signisicativo
Silaba	silaba	silaba
Silabario	silabario	silabario
Silato	silato	silato
Slbo	slbo	slbo
Silepſis	silepsis	silepsis
Siſla poltrona	sisla poltrona	sisla
Silſero	silsero	silsero
Silogiſmo	silogismo	silogismo
Silogiſtico	silogistico	silogistico
Siliogizar	siliogizar	siliogizar
Silva	silva	silva
Silvanos	silvanos	silvanos
Silveſtre	silvestre	silvestre
Siru	siru	siru
Sibolo de Fe	sibolo de fe	sibolo
Stria	stria	stria
Sinvetrico	sinvetrico	sinvetrico
Simia	simia	simia
Simpatìa	simpatia	simpatia
Sympaticamente	sympaticamente	sympaticamente
Simpatico	simpatico	simpatico
Sinabafa	sinabafa	sinabafa
Sinagoga	sinagoga	sinagoga
Sinalefa	sinalefa	sinalefa
Sincategorema	sincategorema	sincategorema
Sincatcgorematico	sincatcgorematico	sincatcgorematico
Siicerar	siicerar	siicerar
Sincerado	sincerado	sincerado
Sincopa ſiacope	sincopa siacope	sincopa
Sincopal	sincopal	sincopal
Sincopar	sincopar	sincopar
Sincopado	sincopado	sincopado
Sincope	sincope	sincope
Sincopizarſe	sincopizarse	sincopizarse
Sindereſis	sinderesis	sinderesis
Sindicar	sindicar	sindicar
Sindicado	sindicado	sindicado
Sindico	sindico	sindico
Sindicacion	sindicacion	sindicacion
Sinedra	sinedra	sinedra
Sinereſis	sineresis	sineresis
Sinedeoque	sinedeoque	sinedeoque
Sinfonìa	sinfonia	sinfonia
Sinodal	sinodal	sinodal
Sinodico	sinodico	sinodico
Sinodo	sinodo	sinodo
Sinonimia	sinonimia	sinonimia
Sinonimo	sinonimo	sinonimo
Sintaxis lo miſmo que	sintaxis lo mismo que	sintaxis
Sinteſis	sintesis	sintesis
Sintomatico	sintomatico	sintomatico
Sintonia	sintonia	sintonia
Siquira	siquira	siquira
Sirtes	sirtes	sirtes
Sia	sia	sia
Aliquid furtivè detrahere	aliquid furtive detrahere	aliquid
Siſimbrio	sisimbrio	sisimbrio
Siieu	siieu	siieu
Siion	siion	siion
Siſtema	sistema	sistema
Axilla comprehenſum onus ferre	axilla comprehensum onus ferre	axilla
Sobe ania	sobe ania	sobe
Sobe ano	sobe ano	sobe
Soeo	soeo	soeo
Sobervia	sobervia	sobervia
Sobervio	sobervio	sobervio
Soberviamente	soberviamente	soberviamente
Soornal lo miſmo que	soornal lo mismo que	soornal
Sobradilo de ventanas	sobradilo de ventanas	sobradilo
Sobancero	sobancero	sobancero
Bolver ſobre sì	bolver sobre si	bolver
Sobrceabundar	sobrceabundar	sobrceabundar
Sbreabundante	sbreabundante	sbreabundante
Sobr cama	sobr cama	sobr
Sobrccana	sobrccana	sobrccana
Eolrecar	eolrecar	eolrecar
Sobrccarga	sobrccarga	sobrccarga
Sorecartar	sorecartar	sorecartar
Sobreauierta	sobreauierta	sobreauierta
Sobreſcrivir	sobrescrivir	sobrescrivir
Sobreſcrito	sobrescrito	sobrescrito
Sobreſcrito de carta	sobrescrito de carta	sobrescrito
Sobrelechno	sobrelechno	sobrelechno
Sorellave	sorellave	sorellave
Mox poſt prandium	mox post prandium	mox
Sobremuñera en las cureñas	sobremuñera en las cureñas	sobremuñera
Sobreatural	sobreatural	sobreatural
Soebrenaturalmente	soebrenaturalmente	soebrenaturalmente
Sorepueſto	sorepuesto	sorepuesto
Sobrepujianza	sobrepujianza	sobrepujianza
Sorepujado	sorepujado	sorepujado
Scbrcquilla	scbrcquilla	scbrcquilla
Soreſalir	soresalir	soresalir
Sobr ſaltar	sobr saltar	sobr
Sobrealtado aſsi	sobrealtado asi	sobrealtado
Sobrſ ltado	sobrs ltado	sobrs
Sobr ſaLo	sobr salo	sobr
Sobreſuello	sobresuello	sobresuello
Amburere	amburere	amburere
Sodoua	sodoua	sodoua
Sofi	sofi	sofi
Sofiſma	sofisma	sofisma
Sofiſta	sofista	sofista
Sofiſteria	sofisteria	sofisteria
Sofiſticamente	sofisticamente	sofisticamente
Sofiſticar	sofisticar	sofisticar
Sofiſtico	sofistico	sofistico
Sohfrenado	sohfrenado	sohfrenado
Soez	soez	soez
Eoldadeſco	eoldadesco	eoldadesco
Soſetar	sosetar	sosetar
Solevracion	solevracion	solevracion
Soìlſa	soilsa	soilsa
SoliciLamente	solicilamente	solicilamente
Soltado aſsi	soltado asi	soltado
Soltado aſsi	soltado asi	soltado
Sltoerla	sltoerla	sltoerla
Solubie	solubie	solubie
Som	som	som
Somra	somra	somra
Smbra	smbra	smbra
Sonm rear	sonm rear	sonm
Adumbrare	adumbrare	adumbrare
Som reado	som reado	som
Somirera	somirera	somirera
Somnoleucia	somnoleucia	somnoleucia
Sonorgujo	sonorgujo	sonorgujo
Soble	soble	soble
Sonaia	sonaia	sonaia
Lo que me ſuena	lo que me suena	lo
Sop ctear	sop ctear	sop
Sephi	sephi	sephi
Soplavivo te lo doy	soplavivo te lo doy	soplavivo
Solpechoſo	solpechoso	solpechoso
Sctabanco	sctabanco	sctabanco
Sctacaalleri	sctacaalleri	sctacaalleri
Sotaniila	sotaniila	sotaniila
Sotaventat	sotaventat	sotaventat
Suav idad	suav idad	suav
Suelegante	suelegante	suelegante
Sulintrar	sulintrar	sulintrar
Subſevacion	subsevacion	subsevacion
Subliemente	subliemente	subliemente
Subrepticiamente	subrepticiamente	subrepticiamente
Subianado	subianado	subianado
Subſiſtenicia	subsistenicia	subsistenicia
Tengo ſueño	tengo sueño	tengo
Es muy ſufttido	es muy sufttido	es
Homo quidam	homo quidam	homo
Sulfureo	sulfureo	sulfureo
Suitana	suitana	suitana
Suminiſtracio	suministracio	suministracio
Suirſe	suirse	suirse
Sumiſfo	sumisfo	sumisfo
Sumone	sumone	sumone
Sumptuaria ley	sumptuaria ley	sumptuaria
Superaddito lo miſmo que	superaddito lo mismo que	superaddito
Superfical	superfical	superfical
Superſluo	supersluo	supersluo
Superioridad	superioridad	superioridad
Superiorments	superiorments	superiorments
Superſubſtancia	supersubstancia	supersubstancia
Jgnorancia ſupina	jgnorancia supina	jgnorancia
Suplefaltas	suplefaltas	suplefaltas
Sulpenſion	sulpension	sulpension
Suſtancia	sustancia	sustancia
Suſtitnir	sustitnir	sustitnir
Suurrar	suurrar	suurrar
Los ſuyos	los suyos	los
Veanſe en la	veanse en la	veanse
Silvanos	silvanos	silvanos
Lat	lat	lat
Tabia de rio	tabia de rio	tabia
Tblage	tblage	tblage
Talage	talage	talage
Tablaero	tablaero	tablaero
Talagero	talagero	talagero
Taleado	taleado	taleado
Eſar en tabletas	esar en tabletas	esar
Miren que tacha	miren que tacha	miren
Hazer el caldo tajadas	hazer el caldo tajadas	hazer
Vn tal e ha dicho	vn tal e ha dicho	vn
Talamo	talamo	talamo
Eſtà de buen talante	esta de buen talante	esta
Talaſomeli	talasomeli	talasomeli
Talieſtro	taliestro	taliestro
Tamarillo	tamarillo	tamarillo
Tambie en los demâs modos	tambie en los demas modos	tambie
Tamborete	tamborete	tamborete
Tamborino	tamborino	tamborino
FTantear	ftantear	ftantear
Vn tanto	vn tanto	vn
Tafer	tafer	tafer
Tapafunda de piſtolas	tapafunda de pistolas	tapafunda
Tapapies	tapapies	tapapies
Tapetujo	tapetujo	tapetujo
Tapiuofis	tapiuofis	tapiuofis
Tapſia	tapsia	tapsia
Fapujarſe	fapujarse	fapujarse
Tarangontia	tarangontia	tarangontia
Dlòle la tarantela	dlole la tarantela	dlole
Eſtà picado de la tarantula	esta picado de la tarantula	esta
Earaſcada	earascada	earascada
Tardìio	tardiio	tardiio
Targeta	targeta	targeta
Trtago	trtago	trtago
Tirtago	tirtago	tirtago
Tartajear	tartajear	tartajear
Hazerſe tartamudo	hazerse tartamudo	hazerse
Taſla medida	tasla medida	tasla
Taſladamente	tasladamente	tasladamente
Taſugo	tasugo	tasugo
Taumaturgo	taumaturgo	taumaturgo
Taxia	taxia	taxia
Tav illad	tav illad	tav
Taxativro	taxativro	taxativro
Hazer tea de algun palo	hazer tea de algun palo	hazer
Teatinos	teatinos	teatinos
Teatral	teatral	teatral
Teatro	teatro	teatro
Quen tiene tejado de vidrio	quen tiene tejado de vidrio	quen
Tejvzo	tejvzo	tejvzo
Tejer	tejer	tejer
Teedor	teedor	teedor
Tejido	tejido	tejido
Tejedura	tejedura	tejedura
Tcjera	tcjera	tcjera
Tejon	tejon	tejon
Tejuæla	tejuaela	tejuaela
Tejueio	tejueio	tejueio
Telarana	telarana	telarana
Telefio	telefio	telefio
Tematico	tematico	tematico
Tempanos de cuba	tempanos de cuba	tempanos
Eſta de buen temple	esta de buen temple	esta
Eſtà de mal temple	esta de mal temple	esta
Temporas	temporas	temporas
Viene à temporadas	viene a temporadas	viene
Temporalidades	temporalidades	temporalidades
Temporizar	temporizar	temporizar
Teacidad	teacidad	teacidad
Tenazuelas	tenazuelas	tenazuelas
Fen con ten	fen con ten	fen
Tenderia	tenderia	tenderia
Indic	indic	indic
Pret	pret	pret
Eſtos milmos hazen al preſente	estos milmos hazen al presente	estos
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Eſtas terminaciones de el ſujuntivo ſe	estas terminaciones de el sujuntivo se	estas
Indic	indic	indic
Inſicat	insicat	insicat
Optat	optat	optat
Imperf	imperf	imperf
Tentenmozo	tentenmozo	tentenmozo
Teologal	teologal	teologal
Teologia	teologia	teologia
Teologicamente	teologicamente	teologicamente
Teologizar	teologizar	teologizar
Teologo	teologo	teologo
Teorema	teorema	teorema
Teorica	teorica	teorica
Teorico	teorico	teorico
Teoſofia	teosofia	teosofia
Terapeutica	terapeutica	terapeutica
Terciada capa	terciada capa	terciada
Hazer buen	hazer buen	hazer
Terebintina	terebintina	terebintina
Terebinto	terebinto	terebinto
Tergivrerſacion	tergivrersacion	tergivrersacion
Termas	termas	termas
Vn medio termino	vn medio termino	vn
Termometro	termometro	termometro
Ternera	ternera	ternera
Ternera	ternera	ternera
Terraqu o	terraqu o	terraqu
Terrazz	terrazz	terrazz
Terrzgo	terrzgo	terrzgo
Terræzgo	terraezgo	terraezgo
Terrilenente	terrilenente	terrilenente
Teririfico	teririfico	teririfico
Terrigeno	terrigeno	terrigeno
Terlar	terlar	terlar
Teſaurizar	tesaurizar	tesaurizar
Teſis	tesis	tesis
Teſorar	tesorar	tesorar
Teſtigos conteſtes	testigos contestes	testigos
Teſtmonio	testmonio	testmonio
Tellon	tellon	tellon
Teſtulo	testulo	testulo
Teſtz	testz	testz
Tei	tei	tei
Teusr	teusr	teusr
Ter	ter	ter
Tetas de vaca	tetas de vaca	tetas
Teulogia	teulogia	teulogia
Veanſe en Ta	veanse en ta	veanse
Tia	tia	tia
Tinio	tinio	tinio
Aſpaldian	aspaldian	aspaldian
Somos de vna miſma tierra	somos de vna misma tierra	somos
Eierra à tierra	eierra a tierra	eierra
Tenerſelas tieſas	tenerselas tiesas	tenerselas
Tiieretas de la vid	tiieretas de la vid	tiieretas
Tijeretear	tijeretear	tijeretear
Tillar	tillar	tillar
Timbal	timbal	timbal
Timbalero	timbalero	timbalero
Timbre de el Eſcudo de Armas	timbre de el escudo de armas	timbre
Timbre	timbre	timbre
Tirmidamente	tirmidamente	tirmidamente
Timpano	timpano	timpano
Timpano en la Maquinaria veaſe	timpano en la maquinaria vease	timpano
Tntar	tntar	tntar
Tñoſo	tñoso	tñoso
Tipo	tipo	tipo
Tipographia	tipographia	tipographia
Tipographo	tipographo	tipographo
Tirabunon	tirabunon	tirabunon
Tiranamente	tiranamente	tiranamente
Tirania	tirania	tirania
Tiranicamente	tiranicamente	tiranicamente
Tiranizar	tiranizar	tiranizar
Tiranizado	tiranizado	tiranizado
Tirano	tirano	tirano
Tiſua	tisua	tisua
Tiriritero	tiriritero	tiriritero
Tir legumbre	tir legumbre	tir
Titubeante	titubeante	titubeante
Toberero	toberero	toberero
Attinere	attinere	attinere
Toiſon	toison	toison
Tulerable	tulerable	tulerable
Tomadnra	tomadnra	tomadnra
Tonado	tonado	tonado
Tomalos	tomalos	tomalos
Tomadlo	tomadlo	tomadlo
Tomelo Vm	tomelo vm	tomelo
Tomite	tomite	tomite
Toillar	toillar	toillar
Totmo	totmo	totmo
Armatura à renibus ad genua pendens	armatura a renibus ad genua pendens	armatura
Tonſurat	tonsurat	tonsurat
Top miento	top miento	top
Tcpar	tcpar	tcpar
Topograhico	topograhico	topograhico
Torcidos	torcidos	torcidos
Vn refran dize	vn refran dize	vn
Tormentilla	tormentilla	tormentilla
Tormenrin	tormenrin	tormenrin
Tradura	tradura	tradura
Toruadura	toruadura	toruadura
Toruamiento	toruamiento	toruamiento
Toruar	toruar	toruar
Toruaſol	toruasol	toruasol
Toruaviron	toruaviron	toruaviron
Tornillero Soldado deſertor	tornillero soldado desertor	tornillero
Torrida	torrida	torrida
Trbh	trbh	trbh
Traàadero	traaadero	traaadero
Traadura	traadura	traadura
Tr	tr	tr
Aquilirium excedens præponde-	aquilirium excedens praeponde-	aquilirium
Tratao	tratao	tratao
Taſagon	tasagon	tasagon
Traftalmejo intrepido	traftalmejo intrepido	traftalmejo
Taficar	taficar	taficar
Tragacanta	tragacanta	tragacanta
Fragadero	fragadero	fragadero
Traauero	traauero	traauero
Tragaſees	tragasees	tragasees
Traatada	traatada	traatada
Fragazon	fragazon	fragazon
Tragelafo	tragelafo	tragelafo
Fragicanmente	fragicanmente	fragicanmente
Tragi	tragi	tragi
Tragiñan	tragiñan	tragiñan
Taginante	taginante	taginante
Eragino	eragino	eragino
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Impcrf	impcrf	impcrf
Indic	indic	indic
Imperat	imperat	imperat
Imperf	imperf	imperf
Indic	indic	indic
Imperf Tu me traìas	imperf tu me traias	imperf
Optat	optat	optat
Ifperf	ifperf	ifperf
Indic	indic	indic
Imperf	imperf	imperf
Siendo acuſativo el pronombre	siendo acusativo el pronombre	siendo
Indic	indic	indic
Imperf	imperf	imperf
Indic	indic	indic
Iteu	iteu	iteu
Imperf Tu nos traìas	imperf tu nos traias	imperf
Indic	indic	indic
Indic	indic	indic
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Ite	ite	ite
Co reiacion à la tercera de ſingular	co reiacion a la tercera de singular	co
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Indic	indic	indic
Imperf	imperf	imperf
Imper	imper	imper
Indic	indic	indic
Imperf	imperf	imperf
Imper	imper	imper
Indic	indic	indic
Imperf	imperf	imperf
Imper	imper	imper
Indic	indic	indic
Imperſ	impers	impers
Indic	indic	indic
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Traer	traer	traer
Trahilia	trahilia	trahilia
Hazer traicion	hazer traicion	hazer
TFrama	tframa	tframa
Frama	frama	frama
Manipuli ligamen	manipuli ligamen	manipuli
Trampea	trampea	trampea
Trancaæo	trancaaeo	trancaaeo
Trace	trace	trace
Trncelin	trncelin	trncelin
Tr	tr	tr
Traquero	traquero	traquero
Traquilamente	traquilamente	traquilamente
Taquilidad	taquilidad	taquilidad
Trarquilo	trarquilo	trarquilo
Traquilla	traquilla	traquilla
Tranſacion	transacion	transacion
Tranialpno	tranialpno	tranialpno
Trascendeucia	trascendeucia	trascendeucia
Transcer der	transcer der	transcer
Trascendente	trascendente	trascendente
Transſerir	transerir	transerir
Transſlorar	translorar	translorar
Transſuga	transuga	transuga
Transiundir	transiundir	transiundir
Tr	tr	tr
Iraisgreſsion	iraisgresion	iraisgresion
Traugreſſor	traugresor	traugresor
Tanſicion	tansicion	tansicion
Transmarino	transmarino	transmarino
Trasmutado	trasmutado	trasmutado
Tranparentado	tranparentado	tranparentado
FTransportamiento	ftransportamiento	ftransportamiento
Franſubſtancial	fransubstancial	fransubstancial
Eſtavoz Theologica	estavoz theologica	estavoz
Poer como un trapo	poer como un trapo	poer
Tràis que	trais que	trais
Traſañeo lo miſmo que	trasañeo lo mismo que	trasañeo
Traicabo	traicabo	traicabo
Traicanton	traicanton	traicanton
Traſcanton	trascanton	trascanton
Traſcoro	trascoro	trascoro
Traſcero	trascero	trascero
Trafogar	trafogar	trafogar
Lat	lat	lat
Traſmochar	trasmochar	trasmochar
Traſmocho	trasmocho	trasmocho
Traſmochal	trasmochal	trasmochal
Trainochado	trainochado	trainochado
Traſpaſiamiento	traspasiamiento	traspasiamiento
Traſpaſſato aſsi	traspasato asi	traspasato
Traſaſſo	trasaso	trasaso
Traſpaſlſo e alguna Ley	traspaslso e alguna ley	traspaslso
Traſleado	trasleado	trasleado
Traſleiador	trasleiador	trasleiador
Equus alternis pedibus albus	equus alternis pedibus albus	equus
Ttaſvenarſe	ttasvenarse	ttasvenarse
Trayes	trayes	trayes
Travieia	travieia	travieia
Trebeſar	trebesar	trebesar
Trecno	trecno	trecno
Eremar	eremar	eremar
Tremeſino	tremesino	tremesino
Tromolinu de el ayre	tromolinu de el ayre	tromolinu
Traemulo	traemulo	traemulo
Trenue	trenue	trenue
Treſua	tresua	tresua
Triaugulo	triaugulo	triaugulo
Tribaquio	tribaquio	tribaquio
Tribunicio	tribunicio	tribunicio
Triaza	triaza	triaza
Trila	trila	trila
Trincapinones	trincapinones	trincapinones
Trincs de el Baupres	trincs de el baupres	trincs
Tricar	tricar	tricar
Trinchero	trinchero	trinchero
Trinqete de navio	trinqete de navio	trinqete
Tinquete	tinquete	tinquete
Tripicllos	tripicllos	tripicllos
Tripode	tripode	tripode
Eſtà en vn tris	esta en vn tris	esta
Triunfador	triunfador	triunfador
Triunfal	triunfal	triunfal
Triunfar	triunfar	triunfar
Triunfante	triunfante	triunfante
Triunfado	triunfado	triunfado
Triunfo	triunfo	triunfo
Hazerſe trizas	hazerse trizas	hazerse
Trofeiſta	trofeista	trofeista
Trofeo	trofeo	trofeo
Caſtigame mi madre	castigame mi madre	castigame
Erompon	erompon	erompon
Troncra	troncra	troncra
Trondo	trondo	trondo
Trono	trono	trono
Trozado	trozado	trozado
Tropczar	tropczar	tropczar
Erozo de gente	erozo de gente	erozo
Trcha	trcha	trcha
Tuque	tuque	tuque
Turiba	turiba	turiba
Tumbaa	tumbaa	tumbaa
Tunmbar	tunmbar	tunmbar
Tuibado	tuibado	tuibado
Tunbo	tunbo	tunbo
Tumdo	tumdo	tumdo
Tunuituante	tunuituante	tunuituante
Tumultuæriamente	tumultuaeriamente	tumultuaeriamente
Tundior de paiios	tundior de paiios	tundior
Alternis vicibus ſuccedere	alternis vicibus succedere	alternis
Veanſe en	veanse en	veanse
IJR	ijr	ijr
Ulcertar	ulcertar	ulcertar
LUlceroſo	lulceroso	lulceroso
Ultrajiolo	ultrajiolo	ultrajiolo
Ultronco	ultronco	ultronco
Unienhpoſtatica	unienhpostatica	unienhpostatica
Into de rana	into de rana	into
Jñero	jñero	jñero
Urbanamenre	urbanamenre	urbanamenre
Urdiduta	urdiduta	urdiduta
Urniciones	urniciones	urniciones
Uſufruto	usufruto	usufruto
Uſufrutuar	usufrutuar	usufrutuar
Uier de vianda	uier de vianda	uier
Jl	jl	jl
Vcancia	vcancia	vcancia
Vaciader donde ſe vacia	vaciader donde se vacia	vaciader
Vaſnicas	vasnicas	vasnicas
Vallico	vallico	vallico
Valvuia	valvuia	valvuia
Zanagloria	zanagloria	zanagloria
Vatamente	vatamente	vatamente
Vane erſ e	vane ers e	vane
Varidoſo	varidoso	varidoso
Vaulamiento	vaulamiento	vaulamiento
Vaquerin	vaquerin	vaquerin
Vquero	vquero	vquero
Vaqucero	vaqucero	vaqucero
Vareros	vareros	vareros
Varehilla	varehilla	varehilla
Vaſquiña	vasquiña	vasquiña
Uedado	uedado	uedado
Vedijias	vedijias	vedijias
Cieu veintenas	cieu veintenas	cieu
MVejete	mvejete	mvejete
Vejoz	vejoz	vejoz
Aarum	aarum	aarum
Ve lar a vn ditunto	ve lar a vn ditunto	ve
Velarre	velarre	velarre
Veſiido	vesiido	vesiido
Velton	velton	velton
Darle à vno en la vena	darle a vno en la vena	darle
Vncida	vncida	vncida
Vendabal	vendabal	vendabal
Veneſiciar	venesiciar	venesiciar
Rndic	rndic	rndic
Ven acà	ven aca	ven
Venga lo que viniere	venga lo que viniere	venga
Ventajofamente	ventajofamente	ventajofamente
Ventanas de nariz	ventanas de nariz	ventanas
Ve	ve	ve
Ventilarſe	ventilarse	ventilarse
Ventolerta	ventolerta	ventolerta
Ventoſas ſajadas	ventosas sajadas	ventosas
Vcr	vcr	vcr
Alvèr	alver	alver
Es de vèr	es de ver	es
Eſtà por vèr	esta por ver	esta
Yaà ſe vè	yaa se ve	yaa
Indic	indic	indic
Imperf	imperf	imperf
Opt	opt	opt
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imp	imp	imp
Siyo los vieſſe	siyo los viese	siyo
Imp	imp	imp
HFomvbre de veras	hfomvbre de veras	hfomvbre
Vcerdad	vcerdad	vcerdad
Verdegai	verdegai	verdegai
Verdel	verdel	verdel
Verinegro	verinegro	verinegro
Verduton	verduton	verduton
Verduſera	verdusera	verdusera
Vergante	vergante	vergante
Baſcuence ſe llama	bascuence se llama	bascuence
Veriſicativo	verisicativo	verisicativo
Verrmicnlar verminoſo	verrmicnlar verminoso	verrmicnlar
Vexijatorio	vexijatorio	vexijatorio
Muchas veces	muchas veces	muchas
Cicn veces	cicn veces	cicn
Algunas vezes	algunas vezes	algunas
Alguna vez	alguna vez	alguna
Unn ve	unn ve	unn
Quavtas veces	quavtas veces	quavtas
Viacrucis	viacrucis	viacrucis
Viagero	viagero	viagero
Vibero	vibero	vibero
Vicelmiranta	vicelmiranta	vicelmiranta
Vicelmirante	vicelmirante	vicelmirante
Viee Provincial	viee provincial	viee
Vieiſſitud	vieisitud	vieisitud
Vieiſſitudinario	vieisitudinario	vieisitudinario
Dice aſsi un refran	dice asi un refran	dice
Viguera	viguera	viguera
Villanaje	villanaje	villanaje
Vill	vill	vill
Cantilera componens	cantilera componens	cantilera
Villanìla	villanila	villanila
Viilar	viilar	viilar
Viillorin	viillorin	viillorin
Vſmente	vsmente	vsmente
Viiñador	viiñador	viiñador
Vñedo	vñedo	vñedo
Vjoliniſta	vjolinista	vjolinista
Vrilmente	vrilmente	vrilmente
Traga virotes	traga virotes	traga
Viſaje	visaje	visaje
Viſiblidad	visiblidad	visiblidad
Viflumbre	viflumbre	viflumbre
Viioio	viioio	viioio
Vita	vita	vita
Eſt à la viſta	est a la vista	est
Vitorioſamente	vitoriosamente	vitoriosamente
Vivrac	vivrac	vivrac
Lat	lat	lat
Vvificador	vvificador	vvificador
Vizco	vizco	vizco
Vizcocho	vizcocho	vizcocho
Voceacdor	voceacdor	voceacdor
Voladores	voladores	voladores
Voicar	voicar	voicar
Voiuintad	voiuintad	voiuintad
Vltima voluntad	vltima voluntad	vltima
Volerſela al cuerpo	volersela al cuerpo	volersela
Volvulo	volvulo	volvulo
Dr una voz	dr una voz	dr
Voces de fieſta	voces de fiesta	voces
Tjrar al vuelo	tjrar al vuelo	tjrar
Vltnmrno	vltnmrno	vltnmrno
Lttl	lttl	lttl
Xahalon	xahalon	xahalon
Xanbonado	xanbonado	xanbonado
Xalxacol	xalxacol	xalxacol
Xamiujas	xamiujas	xamiujas
Xantio	xantio	xantio
Xapurear	xapurear	xapurear
Xarabear	xarabear	xarabear
Xaro	xaro	xaro
Rejectanea laniaria	rejectanea laniaria	rejectanea
Xienzar	xienzar	xienzar
Xica	xica	xica
Yedra	yedra	yedra
Yelo	yelo	yelo
Lat	lat	lat
Vugo	vugo	vugo
Yuſiion	yusiion	yusiion
Yutapoſicion	yutaposicion	yutaposicion
Zaucar	zaucar	zaucar
Zaſada	zasada	zasada
Zaſar	zasar	zasar
Muliebris tunica intcrior	muliebris tunica intcrior	muliebris
Zainas	zainas	zainas
Hazer la zala	hazer la zala	hazer
Zalomero	zalomero	zalomero
Zambucarſe	zambucarse	zambucarse
Zaneudo	zaneudo	zaneudo
Zangla	zangla	zangla
Zangandullo	zangandullo	zangandullo
Zanganeor	zanganeor	zanganeor
Zanquitas	zanquitas	zanquitas
ZEapata de pilar	zeapata de pilar	zeapata
Azeytuna zapatera	azeytuna zapatera	azeytuna
Zapatillas	zapatillas	zapatillas
Zaphir	zaphir	zaphir
Zaphirino	zaphirino	zaphirino
Eſta hecho un zaque	esta hecho un zaque	esta
Zarpas	zarpas	zarpas
Zarracina	zarracina	zarracina
Smilax aſpera	smilax aspera	smilax
Zaraperruna lo miſmo que	zaraperruna lo mismo que	zaraperruna
Fruſtulum	frustulum	frustulum
Zatiqucro	zatiqucro	zatiqucro
Zazoſo	zazoso	zazoso
Zelotipia	zelotipia	zelotipia
Ziriganña	ziriganña	ziriganña
Etizaña	etizaña	etizaña
Zonzeria	zonzeria	zonzeria
Herpis pecies	herpis pecies	herpis
Hazer zumbar las orejas	hazer zumbar las orejas	hazer
Zurrapas	zurrapas	zurrapas
Deſpicabilis homo	despicabilis homo	despicabilis
Zurrillo	zurrillo	zurrillo
